1448470347478811026, 0.05316162, -0.21595764, 7.8522644
1448470347483907461, 0.10910034, -0.1290741, 8.041504
1448470347488881827, 0.11505127, -0.19215393, 7.702301
1448470347493886709, 0.13528442, -0.29808044, 7.855835
1448470347498952627, 0.081726074, -0.19334412, 8.040314
1448470347504293204, 0.12814331, -0.06718445, 7.9415283
1448470347509023428, 0.1543274, -0.10050964, 7.709442
1448470347514028311, 0.051971436, -0.23976135, 7.752289
1448470347519094229, 0.019836426, -0.1290741, 8.086731
1448470347524221182, 0.15194702, -0.09812927, 7.9105835
1448470347529165030, 0.13290405, -0.34092712, 7.6737366
1448470347534230948, 0.1043396, -0.21595764, 8.0903015
1448470347539235831, 0.06506348, -0.13264465, 7.9927063
1448470347544332266, 0.19598389, -0.0064849854, 7.8391724
1448470347549306631, 0.049591064, -0.21000671, 7.722534
1448470347555166006, 0.024597168, -0.13145447, 8.005798
1448470347559377432, 0.118621826, -0.14692688, 7.9034424
1448470347564382315, 0.08529663, -0.19096375, 7.722534
1448470347569417715, 0.14956665, -0.24095154, 8.031982
1448470347574483633, 0.11505127, -0.10050964, 8.064117
1448470347579519034, 0.17575073, -0.05052185, 7.8320312
1448470347584523917, 0.054351807, -0.20167542, 7.6463623
1448470347589589834, 0.057922363, -0.16239929, 8.048645
1448470347594594717, 0.10076904, -0.14335632, 7.9891357
1448470347599660635, 0.16027832, -0.2028656, 7.740387
1448470347605184317, 0.11029053, -0.23262024, 7.918915
1448470347609731436, 0.13052368, -0.13502502, 8.111725
1448470347614766836, 0.17218018, -0.023147583, 7.985565
1448470347619802237, 0.10195923, -0.17192078, 7.7177734
1448470347624807120, 0.021026611, -0.2683258, 7.88797
1448470347629842520, 0.06387329, -0.12669373, 8.120056
1448470347634908438, 0.06625366, -0.19215393, 7.7701416
1448470347639943838, 0.051971436, -0.24571228, 7.88916
1448470347645009756, 0.057922363, -0.23381042, 8.131958
1448470347649984122, 0.14123535, -0.054092407, 8.012939
1448470347655050040, 0.14123535, -0.154068, 7.6975403
1448470347660085440, 0.038879395, -0.26475525, 7.753479
1448470347665090323, 0.12338257, -0.10884094, 8.08197
1448470347670156241, 0.10076904, -0.1207428, 7.82489
1448470347675191641, 0.15075684, -0.25047302, 7.771332
1448470347680227042, 0.14361572, -0.24095154, 8.072449
1448470347685292959, 0.116241455, 0.008987427, 8.010559
1448470347690297842, 0.16503906, -0.1040802, 7.8022766
1448470347695333243, 0.024597168, -0.22666931, 7.7427673
1448470347700368643, 0.107910156, -0.11955261, 8.070068
1448470347707143545, 0.11029053, -0.22071838, 7.818939
1448470347710714102, 0.11029053, -0.22071838, 7.818939
1448470347715474844, 0.13052368, -0.23500061, 8.061737
1448470347720510245, 0.08291626, -0.15525818, 8.035553
1448470347725637198, 0.21264648, -0.02671814, 7.9248657
1448470347730581045, 0.036499023, -0.21000671, 7.6535034
1448470347735616446, -0.003967285, -0.13145447, 8.045074
1448470347740651846, 0.15670776, -0.0874176, 8.006989
1448470347745809317, 0.13885498, -0.16716003, 7.645172
1448470347750692129, 0.13171387, -0.2599945, 7.9570007
1448470347755758047, 0.10910034, -0.07194519, 8.053406
1448470347760793448, 0.20669556, 0.017318726, 8.034363
1448470347765920401, 0.073394775, -0.19810486, 7.6677856
1448470347770864249, 0.044830322, -0.21357727, 7.9867554
1448470347775869131, 0.10076904, -0.0874176, 7.9938965
1448470347780935049, 0.09719849, -0.22666931, 7.817749
1448470347786123038, 0.12814331, -0.23500061, 7.9748535
1448470347791005850, 0.09719849, -0.18382263, 8.041504
1448470347796010733, 0.17098999, -0.05290222, 8.064117
1448470347801107168, 0.1210022, -0.14335632, 7.69516
1448470347806368583, 0.026977539, -0.24571228, 7.778473
1448470347811190360, 0.0793457, -0.057662964, 8.148621
1448470347816225760, 0.09838867, -0.17311096, 7.715393
1448470347821291678, 0.094818115, -0.23738098, 7.836792
1448470347826479667, 0.15908813, -0.0017242432, 8.061737
1448470347831362479, 0.15908813, -0.0017242432, 8.061737
1448470347836367362, 0.11743164, -0.13264465, 7.804657
1448470347841433280, 0.073394775, -0.11122131, 8.14505
1448470347846560233, 0.1210022, -0.16716003, 7.784424
1448470347851504081, 0.06149292, -0.23976135, 7.8843994
1448470347857485526, 0.11981201, -0.25642395, 8.14624
1448470347861574882, 0.16265869, -0.092178345, 8.051025
1448470347866671317, 0.14242554, -0.06718445, 7.753479
1448470347871645682, 0.023406982, -0.2611847, 7.7237244
1448470347876681083, 0.06506348, -0.14216614, 8.121246
1448470347881747001, 0.06863403, -0.115982056, 7.8129883
1448470347886904471, 0.118621826, -0.21476746, 7.7308655
1448470347891787284, 0.09719849, -0.20167542, 8.043884
1448470347896822684, 0.1043396, -0.115982056, 8.047455
1448470347901858085, 0.1531372, -0.036239624, 7.934387
1448470347907503837, 0.017456055, -0.20048523, 7.714203
1448470347911928885, 0.062683105, -0.18977356, 7.9867554
1448470347916933768, 0.09362793, -0.13502502, 7.9415283
1448470347921999686, 0.12576294, -0.1945343, 7.7618103
1448470347927187675, 0.08886719, -0.2528534, 7.966522
1448470347932070487, 0.103149414, -0.15644836, 8.074829
1448470347937105887, 0.17218018, 0.0066070557, 8.003418
1448470347942141288, 0.01864624, -0.19691467, 7.6665955
1448470347947268241, 0.08529663, -0.14097595, 7.9439087
1448470347952212089, 0.08291626, -0.115982056, 7.9819946
1448470347957247489, 0.105529785, -0.16477966, 7.739197
1448470347962282889, 0.06506348, -0.22309875, 7.9224854
1448470347967501395, 0.11743164, -0.1778717, 8.039124
1448470347972323173, 0.1947937, 0.017318726, 8.034363
1448470347977358573, 0.1543274, -0.10765076, 7.7296753
1448470347982424491, 0.046020508, -0.20643616, 7.843933
